IP,USUARIO,FECHA,METODO,CODIGORESPUESTA,TAMAOBJETO
16923910693,0,10052021055505,2,200,238
312412855,0,10052021055533,1,200,2456
312412855,0,10052021055533,2,200,2585
312412855,0,10052021055534,2,200,238
14476103165,0,10052021060012,2,200,20
207461366,0,10052021060012,1,200,201
14476103165,0,10052021060226,2,200,20
17210457173,0,10052021060225,1,200,2456
17210457173,0,10052021060227,2,200,2585
17210457173,0,10052021060228,2,200,238
14476103165,0,10052021060641,2,200,20
138128216120,0,10052021060641,1,200,2456
138128216120,0,10052021060642,2,200,2585
138128216120,0,10052021060642,2,200,238
14476103165,0,10052021061256,2,200,20
622101854,0,10052021061256,1,200,2456
622101854,0,10052021061257,2,200,2585
622101854,0,10052021061257,2,200,238
14476103165,0,10052021061751,2,200,20
10675147172,0,10052021061751,1,200,2456
10675147172,0,10052021061755,2,200,2585
10675147172,0,10052021061757,2,200,238
14476103165,0,10052021062409,2,200,20
495070133,0,10052021062409,1,200,2456
495070133,0,10052021062411,2,200,2585
14476103165,0,10052021062600,2,200,20
51195166162,0,10052021062559,2,200,415
14476103165,0,10052021062851,2,200,20
13868233112,0,10052021062850,1,200,2456
13868233112,0,10052021062900,2,200,2585
14476103165,0,10052021062905,2,200,20
13868233112,0,10052021062904,2,200,238
14476103165,0,10052021063512,2,200,20
173236176141,0,10052021063512,1,200,2456
173236176141,0,10052021063513,2,200,2585
173236176141,0,10052021063514,2,200,238
14476103165,0,10052021064155,2,200,20
2068116252,0,10052021064154,1,200,2456
2068116252,0,10052021064155,2,200,2585
2068116252,0,10052021064156,2,200,238
14476103165,0,10052021064822,2,200,20
543922135,0,10052021064822,1,200,2456
543922135,0,10052021064823,2,200,2585
543922135,0,10052021064824,2,200,238
14476103165,0,10052021065420,2,200,20
18410772133,0,10052021065419,1,200,2456
18410772133,0,10052021065421,2,200,2585
18410772133,0,10052021065422,2,200,238
14476103165,0,10052021070216,2,200,20
15965219142,0,10052021070215,1,200,2456
15965219142,0,10052021070220,2,200,2585
15965219142,0,10052021070223,2,200,238
14476103165,0,10052021070754,2,200,20
51222932,0,10052021070754,1,200,2456
51222932,0,10052021070755,2,200,2585
51222932,0,10052021070755,2,200,238
14476103165,0,10052021071508,2,200,20
6633205189,0,10052021071507,1,200,2456
6633205189,0,10052021071509,2,200,2585
6633205189,0,10052021071510,2,200,238
14476103165,0,10052021072333,2,200,20
1622145283,0,10052021072332,2,200,2600
1622145283,0,10052021072344,2,200,238
14476103165,0,10052021073014,2,200,20
455516783,0,10052021073014,1,200,2456
455516783,0,10052021073015,2,200,2585
455516783,0,10052021073021,2,200,238
14476103165,0,10052021073233,2,200,20
91219236197,0,10052021073233,2,200,415
14476103165,0,10052021073742,2,200,20
5189174218,0,10052021073741,1,200,2456
5189174218,0,10052021073743,2,200,2585
5189174218,0,10052021073743,2,200,238
14476103165,0,10052021074059,2,200,20
20912717234,0,10052021074058,2,200,415
14476103165,0,10052021074450,2,200,20
19224119530,0,10052021074449,1,200,2456
19224119530,0,10052021074451,2,200,2585
19224119530,0,10052021074452,2,200,238
14476103165,0,10052021075141,2,200,20
103122106234,0,10052021075140,1,200,2456
103122106234,0,10052021075142,2,200,2585
103122106234,0,10052021075143,2,200,238
14476103165,0,10052021075956,2,200,20
621711644,0,10052021075956,1,200,2456
621711644,0,10052021075957,2,200,2585
621711644,0,10052021075957,2,200,238
14476103165,0,10052021080512,2,200,20
7511921318,0,10052021080512,1,200,2456
7511921318,0,10052021080513,2,200,2585
7511921318,0,10052021080514,2,200,238
14476103165,0,10052021080711,2,200,20
1487255244,0,10052021080710,1,200,2456
1487255244,0,10052021080712,2,200,2585
1487255244,0,10052021080713,2,200,238
14476103165,0,10052021081237,2,200,20
207180253156,0,10052021081236,1,200,2456
207180253156,0,10052021081237,2,200,2585
207180253156,0,10052021081238,2,200,238
14476103165,0,10052021081539,2,200,20
35223243207,0,10052021081538,1,200,2456
35223243207,0,10052021081539,2,200,2585
35223243207,0,10052021081540,2,200,238
14476103165,0,10052021082018,2,200,20
15989160132,0,10052021082018,1,200,2456
15989160132,0,10052021082019,2,200,2585
15989160132,0,10052021082020,2,200,238
14476103165,0,10052021082329,2,200,20
1923176233,0,10052021082328,1,200,2456
1923176233,0,10052021082330,2,200,2585
1923176233,0,10052021082331,2,200,238
14476103165,0,10052021082945,2,200,20
321815182,0,10052021082944,1,200,2456
321815182,0,10052021082946,2,200,2585
321815182,0,10052021082946,2,200,238
14476103165,0,10052021083059,2,200,20
1732492565,0,10052021083058,1,200,2456
1732492565,0,10052021083059,2,200,2585
1732492565,0,10052021083100,2,200,238
14476103165,0,10052021083155,2,200,20
518815913,0,10052021083155,1,404,4313
14476103165,0,10052021083920,2,200,20
121412254,0,10052021083920,1,200,2456
121412254,0,10052021083921,2,200,2585
121412254,0,10052021083922,2,200,238
91134230131,0,10052021083932,1,200,2456
91134230131,0,10052021083933,2,200,2585
91134230131,0,10052021083934,2,200,238
14476103165,0,10052021084647,2,200,20
51822611,0,10052021084646,1,200,2456
51822611,0,10052021084648,2,200,2585
51822611,0,10052021084649,2,200,238
14476103165,0,10052021084805,2,200,20
15095110113,0,10052021084805,1,200,2456
15095110113,0,10052021084806,2,200,2585
15095110113,0,10052021084807,2,200,238
14476103165,0,10052021085318,2,200,20
139597756,0,10052021085317,1,200,2456
139597756,0,10052021085318,2,200,2585
139597756,0,10052021085324,2,200,238
14476103165,0,10052021085546,2,200,20
791358211,0,10052021085546,1,200,58764
14476103165,0,10052021085734,2,200,20
1596523934,0,10052021085734,1,200,2456
1596523934,0,10052021085736,2,200,2585
1596523934,0,10052021085738,2,200,238
14476103165,0,10052021090358,2,200,20
3120733247,0,10052021090357,1,200,2456
3120733247,0,10052021090358,2,200,2585
3120733247,0,10052021090400,2,200,238
14476103165,0,10052021090518,2,200,20
124217235217,0,10052021090517,1,200,2456
124217235217,0,10052021090519,2,200,2585
124217235217,0,10052021090521,2,200,238
14476103165,0,10052021091119,2,200,20
16799225124,0,10052021091118,1,200,2456
16799225124,0,10052021091119,2,200,2585
16799225124,0,10052021091125,2,200,238
14476103165,0,10052021091320,2,200,20
107180105195,0,10052021091319,1,200,2456
107180105195,0,10052021091320,2,200,2585
107180105195,0,10052021091321,2,200,238
14476103165,0,10052021091508,2,200,20
18522010113,0,10052021091507,2,200,415
14476103165,0,10052021091923,2,200,20
812916244,0,10052021091923,1,200,2456
14476103165,0,10052021092324,2,200,20
68183192217,0,10052021092324,1,200,2456
68183192217,0,10052021092326,2,200,2585
68183192217,0,10052021092328,2,200,238
14476103165,0,10052021092615,2,200,20
202287793,0,10052021092615,1,200,2456
202287793,0,10052021092616,2,200,2585
14476103165,0,10052021093205,2,200,20
16717220690,0,10052021093204,1,200,2456
16717220690,0,10052021093211,2,200,2585
16717220690,0,10052021093217,2,200,238
14476103165,0,10052021093524,2,200,20
10310116150,0,10052021093523,1,200,2456
10310116150,0,10052021093525,2,200,2585
10310116150,0,10052021093526,2,200,238
14476103165,0,10052021094045,2,200,20
19310630100,0,10052021094044,1,404,4313
14476103165,0,10052021094152,2,200,20
18525228138,0,10052021094152,1,200,2456
18525228138,0,10052021094153,2,200,2585
18525228138,0,10052021094154,2,200,238
143110247170,0,10052021094202,1,200,2456
143110247170,0,10052021094203,2,200,2585
14476103165,0,10052021094209,2,200,20
143110247170,0,10052021094209,2,200,238
14476103165,0,10052021094917,2,200,20
10718010471,0,10052021094917,1,200,2456
10718010471,0,10052021094918,2,200,2585
10718010471,0,10052021094919,2,200,238
14476103165,0,10052021095233,2,200,20
17818251248,0,10052021095233,1,200,2456
17818251248,0,10052021095234,2,200,2585
17818251248,0,10052021095235,2,200,238
14476103165,0,10052021095813,2,200,20
173212220201,0,10052021095812,1,200,2456
173212220201,0,10052021095813,2,200,2585
173212220201,0,10052021095814,2,200,238
14476103165,0,10052021100022,2,200,20
784783111,0,10052021100022,1,200,2456
784783111,0,10052021100023,2,200,2585
784783111,0,10052021100023,2,200,238
14476103165,0,10052021100628,2,200,20
185114247102,0,10052021100628,1,200,2456
185114247102,0,10052021100629,2,200,2585
185114247102,0,10052021100629,2,200,238
14476103165,0,10052021100825,2,200,20
37187132114,0,10052021100825,1,200,2456
37187132114,0,10052021100826,2,200,2585
37187132114,0,10052021100826,2,200,238
14476103165,0,10052021101527,2,200,20
1031219175,0,10052021101526,1,200,2456
1031219175,0,10052021101527,2,200,2585
1031219175,0,10052021101528,2,200,238
14476103165,0,10052021101857,2,200,20
518815913,0,10052021101856,1,404,4313
14476103165,0,10052021101913,2,200,20
5211629188,0,10052021101912,1,200,2456
5211629188,0,10052021101921,2,200,2585
5211629188,0,10052021101928,2,200,238
14476103165,0,10052021102418,2,200,20
2019897216,0,10052021102417,1,200,2456
2019897216,0,10052021102418,2,200,2585
2019897216,0,10052021102419,2,200,238
14476103165,0,10052021102657,2,200,20
167866951,0,10052021102657,1,200,2456
167866951,0,10052021102658,2,200,2585
167866951,0,10052021102659,2,200,238
14476103165,0,10052021103037,2,200,20
1649017112,0,10052021103037,2,200,2600
1649017112,0,10052021103047,2,200,238
14476103165,0,10052021103544,2,200,20
5116134111,0,10052021103544,1,200,2456
5116134111,0,10052021103545,2,200,2585
5116134111,0,10052021103546,2,200,238
14476103165,0,10052021104038,2,200,20
10412867163,0,10052021104038,1,200,2456
10412867163,0,10052021104039,2,200,2585
10412867163,0,10052021104040,2,200,238
14476103165,0,10052021104429,2,200,20
51791752,0,10052021104429,1,200,2456
51791752,0,10052021104430,2,200,2585
51791752,0,10052021104431,2,200,238
14476103165,0,10052021104829,2,200,20
513841239,0,10052021104829,1,200,2456
513841239,0,10052021104830,2,200,2585
513841239,0,10052021104830,2,200,238
14476103165,0,10052021105140,2,200,20
185220102240,0,10052021105139,2,200,415
14476103165,0,10052021105505,2,200,20
15989119,0,10052021105504,1,200,2456
15989119,0,10052021105510,2,200,2585
15989119,0,10052021105516,2,200,238
15723015170,0,10052021105528,1,200,2456
15723015170,0,10052021105530,2,200,2585
15723015170,0,10052021105534,2,200,238
14476103165,0,10052021110312,2,200,20
35198223206,0,10052021110311,1,200,2456
35198223206,0,10052021110313,2,200,2585
35198223206,0,10052021110313,2,200,238
1601688188,0,10052021110346,1,200,2456
1601688188,0,10052021110348,2,200,2585
1601688188,0,10052021110349,2,200,238
14476103165,0,10052021111348,2,200,20
16522720125,0,10052021111347,1,200,2456
16522720125,0,10052021111348,2,200,2585
16522720125,0,10052021111349,2,200,238
14476103165,0,10052021112149,2,200,20
51911526,0,10052021112148,1,200,2456
51911526,0,10052021112149,2,200,2585
51911526,0,10052021112150,2,200,238
14476103165,0,10052021112242,2,200,20
68171208146,0,10052021112242,1,404,17397
68171208146,0,10052021112246,1,404,17397
14476103165,0,10052021112407,2,200,20
5211629188,0,10052021112406,1,200,2456
5211629188,0,10052021112413,2,200,2585
5211629188,0,10052021112417,2,200,238
14476103165,0,10052021112953,2,200,20
1031219175,0,10052021112953,1,200,2456
1031219175,0,10052021112954,2,200,2585
1031219175,0,10052021112955,2,200,238
14476103165,0,10052021113125,2,200,20
157230164216,0,10052021113125,1,200,2456
157230164216,0,10052021113126,2,200,2585
157230164216,0,10052021113127,2,200,238
14476103165,0,10052021113657,2,200,20
1520722348,0,10052021113656,1,200,2456
1520722348,0,10052021113657,2,200,2585
1520722348,0,10052021113658,2,200,238
14476103165,0,10052021114134,2,200,20
51132432,0,10052021114134,1,200,2456
51132432,0,10052021114135,2,200,2585
51132432,0,10052021114135,2,200,238
14476103165,0,10052021114509,2,200,20
104236103152,0,10052021114509,1,200,2456
104236103152,0,10052021114510,2,200,2585
104236103152,0,10052021114511,2,200,238
14476103165,0,10052021114653,2,200,20
1038184152,0,10052021114652,1,404,17397
14476103165,0,10052021115103,2,200,20
67232272,0,10052021115102,1,200,2456
14476103165,0,10052021115104,2,200,20
67232272,0,10052021115104,2,200,2585
67232272,0,10052021115105,2,200,238
14476103165,0,10052021115357,2,200,20
12415615043,0,10052021115356,1,200,2456
12415615043,0,10052021115358,2,200,2585
12415615043,0,10052021115359,2,200,238
14476103165,0,10052021120211,2,200,20
1601688188,0,10052021120211,1,200,2456
1601688188,0,10052021120212,2,200,2585
1601688188,0,10052021120213,2,200,238
14476103165,0,10052021120416,2,200,20
1131948014,0,10052021120416,2,200,238
14476103165,0,10052021121036,2,200,20
20810911217,0,10052021121035,1,200,2456
20810911217,0,10052021121036,2,200,2585
20810911217,0,10052021121038,2,200,238
14476103165,0,10052021121123,2,200,20
194195112246,0,10052021121123,1,200,2456
194195112246,0,10052021121126,2,200,2585
194195112246,0,10052021121126,2,200,238
14476103165,0,10052021122039,2,200,20
6552232106,0,10052021122039,1,200,2456
6552232106,0,10052021122040,2,200,2585
6552232106,0,10052021122041,2,200,238
12415615043,0,10052021122045,1,200,2456
12415615043,0,10052021122046,2,200,2585
12415615043,0,10052021122047,2,200,238
14476103165,0,10052021122844,2,200,20
812916244,0,10052021122843,1,200,2456
812916244,0,10052021122845,2,200,2585
14476103165,0,10052021123054,2,200,20
411858140,0,10052021123054,1,200,2456
411858140,0,10052021123055,2,200,2585
411858140,0,10052021123056,2,200,238
14476103165,0,10052021123901,2,200,20
1482515472,0,10052021123900,1,404,17397
14476103165,0,10052021123952,2,200,20
18415411626,0,10052021123952,1,200,2456
18415411626,0,10052021123953,2,200,2585
18415411626,0,10052021123955,2,200,238
14476103165,0,10052021124419,2,200,20
5121024092,0,10052021124418,1,200,2456
5121024092,0,10052021124419,2,200,2585
5121024092,0,10052021124420,2,200,238
14476103165,0,10052021125021,2,200,20
311931105,0,10052021125020,1,200,2456
311931105,0,10052021125022,2,200,2585
311931105,0,10052021125022,2,200,238
14476103165,0,10052021125231,2,200,20
16523213411,0,10052021125230,1,200,2456
16523213411,0,10052021125236,2,200,2585
16523213411,0,10052021125247,2,200,238
14476103165,0,10052021130201,2,200,20
3812221,0,10052021130201,1,200,5430
3812221,0,10052021130202,1,200,2456
3812221,0,10052021130202,1,200,2456
3812221,0,10052021130203,1,301,20
14476103165,0,10052021130204,2,200,20
3812221,0,10052021130203,1,200,5516
3812221,0,10052021130204,2,200,221
3812221,0,10052021130205,2,200,221
3812221,0,10052021130206,2,200,221
3812221,0,10052021130206,2,200,221
3812221,0,10052021130207,2,200,221
3812221,0,10052021130207,2,200,221
3812221,0,10052021130208,2,200,221
3812221,0,10052021130208,2,200,221
3812221,0,10052021130209,2,200,221
3812221,0,10052021130210,2,200,221
3812221,0,10052021130210,2,200,221
3812221,0,10052021130211,2,200,221
3812221,0,10052021130211,2,200,221
3812221,0,10052021130212,2,200,221
3812221,0,10052021130213,2,200,221
3812221,0,10052021130213,2,200,221
3812221,0,10052021130214,2,200,221
3812221,0,10052021130214,2,200,221
3812221,0,10052021130215,2,200,221
3812221,0,10052021130216,2,200,221
3812221,0,10052021130216,2,200,221
3812221,0,10052021130217,2,200,221
3812221,0,10052021130217,2,200,221
3812221,0,10052021130218,2,200,221
3812221,0,10052021130219,2,200,221
3812221,0,10052021130219,2,200,221
3812221,0,10052021130220,2,200,221
3812221,0,10052021130220,2,200,221
3812221,0,10052021130221,2,200,221
3812221,0,10052021130222,2,200,221
3812221,0,10052021130222,2,200,221
3812221,0,10052021130223,2,200,221
3812221,0,10052021130223,2,200,221
3812221,0,10052021130224,2,200,221
3812221,0,10052021130225,2,200,221
3812221,0,10052021130225,2,200,221
3812221,0,10052021130226,2,200,221
3812221,0,10052021130226,2,200,221
3812221,0,10052021130227,2,200,221
3812221,0,10052021130228,2,200,221
3812221,0,10052021130228,2,200,221
3812221,0,10052021130229,2,200,221
3812221,0,10052021130229,2,200,221
14476103165,0,10052021131808,2,200,20
34241168213,0,10052021131807,1,200,5430
16786118188,0,10052021131815,1,200,2456
16786118188,0,10052021131816,2,200,2585
16786118188,0,10052021131816,2,200,238
14476103165,0,10052021132742,2,200,20
407716748,0,10052021132741,1,200,118
207461360,0,10052021132748,1,200,231
14476103165,0,10052021133550,2,200,20
23954737,0,10052021133549,1,200,2456
23954737,0,10052021133551,2,200,2585
23954737,0,10052021133553,2,200,238
14476103165,0,10052021134426,2,200,20
352307894,0,10052021134425,1,200,2456
352307894,0,10052021134427,2,200,2585
352307894,0,10052021134428,2,200,238
14476103165,0,10052021135405,2,200,20
185101756,0,10052021135405,1,200,2456
185101756,0,10052021135406,2,200,2585
185101756,0,10052021135406,2,200,238
14476103165,0,10052021141023,2,200,20
8512814356,0,10052021141023,1,200,2456
8512814356,0,10052021141024,2,200,2585
8512814356,0,10052021141024,2,200,238
14476103165,0,10052021141817,2,200,20
143198227185,0,10052021141817,1,200,2456
143198227185,0,10052021141818,2,200,2585
143198227185,0,10052021141819,2,200,238
14476103165,0,10052021142826,2,200,20
3666156125,0,10052021142825,1,200,2456
3666156125,0,10052021142828,2,200,2585
3666156125,0,10052021142835,2,200,238
14476103165,0,10052021143824,2,200,20
513841239,0,10052021143823,1,200,2456
513841239,0,10052021143824,2,200,2585
513841239,0,10052021143825,2,200,238
14476103165,0,10052021144731,2,200,20
1852435435,0,10052021144730,1,200,2456
1852435435,0,10052021144731,2,200,2585
1852435435,0,10052021144732,2,200,238
14476103165,0,10052021145315,2,200,20
19310630100,0,10052021145315,2,404,4313
14476103165,0,10052021145633,2,200,20
17818251248,0,10052021145633,1,200,2456
17818251248,0,10052021145634,2,200,2585
17818251248,0,10052021145634,2,200,238
14476103165,0,10052021150515,2,200,20
7511921318,0,10052021150514,1,200,2456
7511921318,0,10052021150516,2,200,2585
7511921318,0,10052021150517,2,200,238
14476103165,0,10052021151506,2,200,20
89253237222,0,10052021151505,1,200,2456
89253237222,0,10052021151506,2,200,2585
89253237222,0,10052021151507,2,200,238
2005811842,0,10052021153243,1,409,2855
14476103165,0,10052021153358,2,200,20
10412867163,0,10052021153357,1,200,2456
10412867163,0,10052021153359,2,200,2585
10412867163,0,10052021153400,2,200,238
14476103165,0,10052021154244,2,200,20
1597542212,0,10052021154244,1,200,2456
1597542212,0,10052021154247,2,200,2585
1597542212,0,10052021154248,2,200,238
14476103165,0,10052021155151,2,200,20
8512814348,0,10052021155150,1,200,2456
8512814348,0,10052021155151,2,200,2585
8512814348,0,10052021155152,2,200,238
14476103165,0,10052021160120,2,200,20
41149731,0,10052021160119,1,200,2456
41149731,0,10052021160121,2,200,2585
41149731,0,10052021160122,2,200,238
14476103165,0,10052021161136,2,200,20
12819924036,0,10052021161135,1,200,2456
12819924036,0,10052021161137,2,200,2585
12819924036,0,10052021161138,2,200,238
14476103165,0,10052021162942,2,200,20
513841239,0,10052021162942,1,200,2456
513841239,0,10052021162943,2,200,2585
513841239,0,10052021162943,2,200,238
13512511672,0,10052021164839,1,200,2456
13512511672,0,10052021164841,2,200,2585
13512511672,0,10052021164841,2,200,238
14476103165,0,10052021164840,2,200,20
3423076219,0,10052021165926,1,200,2456
14476103165,0,10052021165927,2,200,20
14476103165,0,10052021165926,2,200,20
14476103165,0,10052021165932,2,200,20
3423076219,0,10052021165931,2,200,2585
3423076219,0,10052021165937,2,200,238
14476103165,0,10052021171136,2,200,20
14476103165,0,10052021171136,2,200,20
4512487198,0,10052021171135,1,404,17397
4512487198,0,10052021171135,1,404,17397
14476103165,0,10052021171606,2,200,20
1341222859,0,10052021171606,1,200,2456
1341222859,0,10052021171612,2,200,2585
1341222859,0,10052021171618,2,200,238
14476103165,0,10052021172531,2,200,20
116255173135,0,10052021172530,1,200,2456
116255173135,0,10052021172532,1,301,20
116255173135,0,10052021172533,1,200,5516
116255173135,0,10052021172534,1,200,491
116255173135,0,10052021172535,1,301,20
116255173135,0,10052021172536,1,404,4313
14476103165,0,10052021172825,2,200,20
1953010731,0,10052021172825,1,200,2456
1953010731,0,10052021172826,2,200,2585
1953010731,0,10052021172826,2,200,238
14476103165,0,10052021173804,2,200,20
8512814348,0,10052021173804,1,200,2456
8512814348,0,10052021173805,2,200,2585
8512814348,0,10052021173805,2,200,238
14476103165,0,10052021174251,2,200,20
921187710,0,10052021174250,1,200,21798
14476103165,0,10052021174755,2,200,20
207180253156,0,10052021174755,1,200,2456
207180253156,0,10052021174756,2,200,2585
207180253156,0,10052021174757,2,200,238
14476103165,0,10052021175656,2,200,20
16786118188,0,10052021175656,1,200,2456
16786118188,0,10052021175657,2,200,2585
16786118188,0,10052021175658,2,200,238
14476103165,0,10052021180428,2,200,20
3423076219,0,10052021180428,1,200,2456
3423076219,0,10052021180432,2,200,2585
3423076219,0,10052021180435,2,200,238
14476103165,0,10052021181502,2,200,20
16135184163,0,10052021181502,1,200,2456
14476103165,0,10052021181514,2,200,20
16135184163,0,10052021181513,2,200,2585
14476103165,0,10052021182630,2,200,20
8925213757,0,10052021182629,1,200,2456
8925213757,0,10052021182631,2,200,2585
8925213757,0,10052021182632,2,200,238
14476103165,0,10052021183618,2,200,20
521658086,0,10052021183618,1,200,2456
521658086,0,10052021183619,2,200,2585
521658086,0,10052021183620,2,200,238
14476103165,0,10052021184515,2,200,20
4710023176,0,10052021184515,2,200,238
14476103165,0,10052021185405,2,200,20
312073912,0,10052021185405,1,200,2456
312073912,0,10052021185406,2,200,2585
312073912,0,10052021185406,2,200,238
14476103165,0,10052021190425,2,200,20
859522666,0,10052021190425,1,200,2456
859522666,0,10052021190426,2,200,2585
859522666,0,10052021190427,2,200,238
14476103165,0,10052021191409,2,200,20
8512814342,0,10052021191408,1,200,2456
8512814342,0,10052021191409,2,200,2585
8512814342,0,10052021191410,2,200,238
14476103165,0,10052021192430,2,200,20
1813557250,0,10052021192430,1,200,2456
1813557250,0,10052021192431,2,200,2585
1813557250,0,10052021192432,2,200,238
14476103165,0,10052021193230,2,200,20
118195164214,0,10052021193229,2,200,2575
14476103165,0,10052021193326,2,200,20
15206241227,0,10052021193326,1,200,2456
15206241227,0,10052021193327,2,200,2585
15206241227,0,10052021193328,2,200,238
14476103165,0,10052021194144,2,200,20
521658086,0,10052021194144,1,200,2456
521658086,0,10052021194145,2,200,2585
521658086,0,10052021194146,2,200,238
14476103165,0,10052021195353,2,200,20
21021225039,0,10052021195353,1,200,2456
21021225039,0,10052021195354,2,200,2585
21021225039,0,10052021195355,2,200,238
14476103165,0,10052021200304,2,200,20
17818251248,0,10052021200304,1,200,2456
17818251248,0,10052021200305,2,200,2585
17818251248,0,10052021200305,2,200,238
14476103165,0,10052021201134,2,200,20
16786118188,0,10052021201134,1,200,2456
16786118188,0,10052021201135,2,200,2585
16786118188,0,10052021201135,2,200,238
14476103165,0,10052021202220,2,200,20
19850136166,0,10052021202219,1,200,2456
19850136166,0,10052021202221,2,200,2585
19850136166,0,10052021202221,2,200,238
14476103165,0,10052021202929,2,200,20
165227129197,0,10052021202929,1,200,2456
165227129197,0,10052021202930,2,200,2585
165227129197,0,10052021202935,2,200,238
14476103165,0,10052021204101,2,200,20
16923910693,0,10052021204101,1,200,2456
16923910693,0,10052021204102,2,200,2585
16923910693,0,10052021204103,2,200,238
14476103165,0,10052021205141,2,200,20
3120733247,0,10052021205140,1,200,2456
3120733247,0,10052021205141,2,200,2585
3120733247,0,10052021205142,2,200,238
14476103165,0,10052021210955,2,200,20
3114161244,0,10052021210955,1,200,2456
3114161244,0,10052021210956,2,200,2585
3114161244,0,10052021210957,2,200,238
14476103165,0,10052021212021,2,200,20
1416136234,0,10052021212021,1,200,2456
1416136234,0,10052021212024,2,200,2585
1416136234,0,10052021212025,2,200,238
14476103165,0,10052021212812,2,200,20
561252,0,10052021212812,1,404,17397
14476103165,0,10052021213040,2,200,20
10321582215,0,10052021213040,1,200,2456
10321582215,0,10052021213042,2,200,2585
10321582215,0,10052021213043,2,200,238
14476103165,0,10052021214027,2,200,20
8512814356,0,10052021214027,1,200,2456
8512814356,0,10052021214028,2,200,2585
8512814356,0,10052021214028,2,200,238
14476103165,0,10052021214824,2,200,20
3694142166,0,10052021214823,1,200,2456
3694142166,0,10052021214825,2,200,2585
3694142166,0,10052021214827,2,200,238
14476103165,0,10052021215304,2,200,20
926319629,0,10052021215304,1,404,4313
926319629,0,10052021215305,1,404,4313
926319629,0,10052021215305,1,404,4313
926319629,0,10052021215306,1,404,4313
926319629,0,10052021215307,1,404,4313
926319629,0,10052021215307,1,404,4313
926319629,0,10052021215308,1,404,4313
926319629,0,10052021215308,1,404,4313
926319629,0,10052021215309,1,404,4313
926319629,0,10052021215309,1,200,1045
14476103165,0,10052021215939,2,200,20
16786118188,0,10052021215939,1,200,2456
16786118188,0,10052021215940,2,200,2585
16786118188,0,10052021215940,2,200,238
14476103165,0,10052021220830,2,200,20
20228123198,0,10052021220830,1,200,2456
20228123198,0,10052021220831,2,200,2585
14476103165,0,10052021221719,2,200,20
8931575,0,10052021221718,2,200,415
14476103165,0,10052021222034,2,200,20
128199875,0,10052021222033,1,200,2456
128199875,0,10052021222034,2,200,2585
128199875,0,10052021222040,2,200,238
14476103165,0,10052021222931,2,200,20
17818251248,0,10052021222930,1,200,2456
17818251248,0,10052021222931,2,200,2585
17818251248,0,10052021222932,2,200,238
14476103165,0,10052021223941,2,200,20
89253237222,0,10052021223940,1,200,2456
89253237222,0,10052021223942,2,200,2585
89253237222,0,10052021223942,2,200,238
14476103165,0,10052021225052,2,200,20
8512814342,0,10052021225051,1,200,2456
8512814342,0,10052021225052,2,200,2585
8512814342,0,10052021225053,2,200,238
14476103165,0,10052021230015,2,200,20
91185211101,0,10052021230014,1,200,2456
91185211101,0,10052021230015,2,200,2585
91185211101,0,10052021230016,2,200,238
14476103165,0,10052021230454,2,200,20
18292115176,0,10052021230453,1,404,17397
18292115176,0,10052021230456,1,404,17397
14476103165,0,10052021231047,2,200,20
10357222105,0,10052021231047,1,200,2456
10357222105,0,10052021231048,2,200,2585
10357222105,0,10052021231050,2,200,238
14476103165,0,10052021231805,2,200,20
2177917853,0,10052021231804,2,200,415
14476103165,0,10052021231933,2,200,20
45251112105,0,10052021231933,1,200,2456
45251112105,0,10052021231936,2,200,2585
45251112105,0,10052021231938,2,200,238
14476103165,0,10052021233051,2,200,20
89253237222,0,10052021233051,1,200,2456
89253237222,0,10052021233052,2,200,2585
89253237222,0,10052021233053,2,200,238
14476103165,0,10052021234120,2,200,20
51161118225,0,10052021234120,1,200,2456
51161118225,0,10052021234121,2,200,2585
51161118225,0,10052021234122,2,200,238
14476103165,0,10052021235006,2,200,20
128199875,0,10052021235006,1,200,2456
128199875,0,10052021235007,2,200,2585
128199875,0,10052021235013,2,200,238
14476103165,0,11052021001022,2,200,20
185114247102,0,11052021001022,1,200,2456
185114247102,0,11052021001023,2,200,2585
185114247102,0,11052021001023,2,200,238
14476103165,0,11052021001241,2,200,20
4511983250,0,11052021001240,1,200,2456
4511983250,0,11052021001242,2,200,2585
4511983250,0,11052021001243,2,200,238
14476103165,0,11052021002159,2,200,20
513841239,0,11052021002158,1,200,2456
513841239,0,11052021002159,2,200,2585
513841239,0,11052021002200,2,200,238
14476103165,0,11052021002827,2,200,20
471015225,0,11052021002827,1,200,2456
14476103165,0,11052021004250,2,200,20
8925213757,0,11052021004249,1,200,2456
8925213757,0,11052021004250,2,200,2585
8925213757,0,11052021004251,2,200,238
14476103165,0,11052021004548,2,200,20
662497094,0,11052021004547,1,200,118
662497094,0,11052021004558,1,200,5430
14476103165,0,11052021004610,2,200,20
18812022994,0,11052021004610,1,200,2456
18812022994,0,11052021004611,2,200,2585
18812022994,0,11052021004612,2,200,238
14476103165,0,11052021010242,2,200,20
10357222214,0,11052021010241,1,200,2456
10357222214,0,11052021010243,2,200,2585
10357222214,0,11052021010244,2,200,238
14476103165,0,11052021010436,2,200,20
12415812202,0,11052021010435,1,200,2456
12415812202,0,11052021010437,2,200,2585
12415812202,0,11052021010438,2,200,238
14476103165,0,11052021011104,2,200,20
16717215532,0,11052021011104,2,200,2600
